hid,title,type,rating,read,last_read,synonyms,mal,anilist,mangaupdates
yDm32aOJ,The Beginning After the End,reading,,225.5,2025-04-07,"O começo após o final,O começo depois do fim,TBATE,三岁开始做王者,最強の王様、二度目の人生は何をする？,끝이 아닌 시작,Начало после конца,El comienzo después del fin,آغاز پس از پایان,সমাপ্তির পর সূচনা,Початок після кінця,La Vida Después de la Muerte,Oxiridan Keyingi Boshlanish",,,https://www.mangaupdates.com/series/rwg23en?utm_source=comick
XLMY1gsI,"Ore Igai Dare mo Saishu Dekinai Sozai na no ni ""Sozai Saishuritsu ga Hikui"" to Pawahara suru Osananajimi Renkinjutsushi to Zetsuen shita Senzoku Madoushi, Henkyou no Machi de Slow Life wo Okuritai.",reading,,21,2025-04-07,"The Assistant Mage Parts Ways With His Power Abusive Alchemist Childhood Friend and His Being Told to Have ""Low Chance of Gathering Materials,"" and Wants to Start a Slow Life at a Town in the Remote Region,Padahal Hanya Aku yang Dapat Mengumpulkan Material Itu, tapi Aku Dikatai ""Tingkat Pengumpulan Materialmu Ampas"" sama Teman Semasa Kecilku yang Menjadi Alkemis, Aku pun Pensiun Menjadi Asisten Penyihirnya dan Memulai Hidup Baru yang Santai di Kota Terpencil.,俺以外誰も採取できない素材なのに「素材採取率が低い」とパワハラする幼馴染錬金術師と絶縁した専属魔導士、辺境の町でスローライフを送りたい。,Trợ Lí Pháp Sư Vô Dụng Bắt Đầu Cuộc Sống Mới",https://myanimelist.net/manga/159875?utm_source=comick,https://anilist.co/manga/168187?utm_source=comick,https://www.mangaupdates.com/series/3m469io?utm_source=comick
Q7FFmRrI,My Way of Killing Gods In Another World,reading,,12,2025-03-07,"我在异界的弑神之路,Wo Zai Yi Jie De Shi Shen Zhi Lu,My Way Of Killing Gods In Another World,My Path to Killing Gods in Another World,I Walk On A Road To Slay Enemies In My Way In Other World,Camino a matar dioses en otro mundo,My Way of Killing Gods in Another World,Wo Zai Yijie De Shi Shen Zhi Lu,神殺しを極めた俺は最強プレイヤー,이세계에서 로그아웃하는 방법,Assassin in Another World,Sát Thần Chi Lộ Tại Dị Giới,我在异界的弑神之路",,,
CFKZhWBX,Blade & Bastard,reading,,4.5,2025-03-07,"ブレイド＆バスタード,Клинок и Ублюдок,Лезо та Байстрюк,Kılıç ve Pislik,Клинок & Бастард,Bureido & Basutaado",https://myanimelist.net/manga/162239?utm_source=comick,https://anilist.co/manga/165852?utm_source=comick,https://www.mangaupdates.com/series/2su1q2c?utm_source=comick
IS9XgW_S,Descended from Divinity,reading,,164,2025-03-07,"천마는 평범하게 살 수 없다,The Reincarnation of the Dark Master,Реинкарнация тёмного магистра,The Heavenly Demon Can't Live a Normal Life,Cheonmaneun Pyeongbeomhage Sal Su Eopda,天魔的不凡重生,Тэнгэрлэг Чөтгөр Энгийнээр Амьдарч Чадахгүй,O Demônio Celestial não pode viver uma Vida Normal,Небесний демон не може жити нормальним життям,El demonio celestial no puede llevar una vida normal,天魔に平凡な人生はない,มารสวรรค์จะมีชีวิตธรรมดาไม่ได้หรอก!",https://myanimelist.net/manga/147847?utm_source=comick,https://anilist.co/manga/136204?utm_source=comick,https://www.mangaupdates.com/series.html?id=183577&utm_source=comick
YnYcKtTC,Zero no Majutsushi ~S-Rank Yuusha Party wo Zenryoku de Support Shiteita no ni Tsuihousareta Saikyou no Majutsushi wa Party Kyoufushou ni Natta no de Zenryoku de Ohitori-sama Musou wo Hajimeru Koto ni Shimashita~,reading,,6,2025-02-07,"Zero no Majutsushi ~S-Rank Yuusha Party o Zenryoku de Support Shiteita no ni Tsuihousareta Saikyou no Majutsushi wa Party Kyoufushou ni Natta no de Zenryoku de Ohitori-sama Musou o Hajimeru Koto ni Shimashita~,Zero Magician: I was Supporting the S-Rank Hero Party with All My Might. The Strongest Magician Who was Exiled Developed a Fear of Parties. I Decided to Put All My Effort into Making Each Person Unique.,ゼロの魔術師～Sランク勇者パーティを全力でサポートしていたのに追放された最強の魔術師はパーティ恐怖症になったので全力でお一人様無双を始める事にしました～@COMIC,Zero no Majutsushi,Zero Magician,Zero Magician - I Was Supporting the S-Rank Hero Party With All My Might. The Strongest Magician Who Was Exiled Developled a Fear of Parties. I Decided to Put All My Effort Into Making Each Person Unique,Zero Magician - The Strongest Magician Who Was Exiled From the S-Rank Hero Party After Giving His All to Supporting Them Became Afraid of Parties, So He Decided to Start a Solo Unrivaled Battle With All His Might,ゼロの魔術師,Zero no Majutsushi - S-Rank Yuusha Party wo Zenryoku de Support shiteita no ni Tsuihousareta Saikyou no Majutsushi wa Party Kyoufushou ni Natta no de Zenryoku de Ohitori-sama Musou wo Hajimeru Koto ni Shimashita",https://myanimelist.net/manga/174365?utm_source=comick,,https://www.mangaupdates.com/series/n7pnmzi?utm_source=comick
HIEj129,The Awakening of Light Magic,reading,,28,2025-01-07,"Hazure Zokusei ""Hikari Mahou"" ga Kakusei Shite Laser ga Demashita,ハズレ属性「光魔法」が覚醒してレーザーが出ました,廢柴屬性「光魔法」覺醒成光束,ハズレ属性「光魔法」が覚醒してレーザーが出ました【タテヨミ】,The Awakening of Light Magic,Hazure Zokusei Hikari Mahou ga Kakusei Shite Laser ga Demashita (Tatecomi),I Awakened the Garbage Attribute ""Light Magic"" and a Laser Came Out,I Awakened the Garbage Attribute ""Light Magic"" and a Laser Came Out | The Awakening of Light Magic | ハズレ属性「光魔法」が覚醒してレーザーが出ました | 廢柴屬性「光魔法」覺醒成光束",,https://anilist.co/manga/190686?utm_source=comick,https://www.mangaupdates.com/series/0t7u5mf?utm_source=comick
foGk38Oj,"Kuni wo Owareta Ryuushi-san, Hirowareta Ringoku de Ukkari Musou shite Shimau.",reading,,10,2025-01-07,"Kuni o Owareta Ryuushi-san, Hirowareta Ringoku de Ukkari Musou Shite Shimau. ~Jakushou Kokka ga Tairiku Saikyou no Ryuu no Rakuen ni Naru made~,A Dragon Master Who was Driven Out of His Country Accidentally Becomes Matchless in the Neighboring Country that Picked Him Up.: How a Puny State became a Paradise for the Continent's Strongest Dragons~,The Banished Dragon Master Becomes a Warrior in the Neighboring Country Where He was Picked up.,A Dragon Master Who Was Driven Out Of His Country Accidentally Becomes Matchless In The Neighboring Country That Picked Him Up. ~How A Puny State Became A Paradise For The Continent's Strongest Dragons~,The Banished Dragon Master Becomes a Warrior in the Neighboring Country Where He Was Picked up.,Kuni wo Owareta Ryuushi-san, Hirowareta Ringoku de Ukkari Musou shite Shimau.,Ông chú và 100 con rồng dựng nên quốc gia mạnh nhất!,国を追われた竜師さん、拾われた隣国でうっかり無双してしまう。～弱小国家が大陸最強の竜の楽園になるまで～",,,
qm61632v,Tengoku de Akuma ga Boku wo Miwaku Suru,reading,,18,2025-01-07,"Tengoku de Akuma ga Boku o Miwaku Suru,天獄で悪魔がボクを魅惑する,The Devil Fascinates Me In Heavenly Prison,Ten Hitoya De Akuma Ga Boku Wo Miwaku Suru,在天狱般的岛上如同天国一样地被恶魔诱惑着",https://myanimelist.net/manga/154181?utm_source=comick,https://anilist.co/manga/147412?utm_source=comick,https://www.mangaupdates.com/series/a3llm27?utm_source=comick
TFPnOaCY,Maou no Musume-Tachi to Maguwaeba Tsuyoku Narerutte Hontou Desuka?,reading,,8,2025-01-07,"Is It True That I Can Be Stronger if I Make Love the Devil's Daughters?,魔王の娘たちとまぐわえば強くなれるって本当ですか？,Is It True that I can be Stronger if I Make Love to the Devil's Daughters?",https://myanimelist.net/manga/141839?utm_source=comick,https://anilist.co/manga/140683?utm_source=comick,https://www.mangaupdates.com/series.html?id=2470716413&utm_source=comick
QmGk4SA5,Watashi ga Shinde Manzoku desu ka?,reading,,7,2025-30-06,"Now That I'm Dead, Are You Satisfied?,Are You Satisfied With My Death?,私が死んで満足ですか？　疎まれた令嬢の死と、残された人々の破滅について,Watashi ga Shinde Manzoku desu ka? Utomareta Reijou no Shi to, Nokosareta Hitobito no Hametsu ni Tsuite,我的死令各位满意吗？,私が死んで満足ですか？",https://myanimelist.net/manga/176348?utm_source=comick,https://anilist.co/manga/185552?utm_source=comick,https://www.mangaupdates.com/series/vpanwv5?utm_source=comick
287M0hDV,"Umareta Chokugo ni Suterareta kedo, Zensei ga Taikensha datta node Yoyuu de Ikitemasu ~Saikyou Akachan Daibousou~",reading,,8,2025-30-06,"Since My Previous Life was a Wise Man, I can Afford to Live.,生まれた直後に捨てられたけど、前世が大賢者だったので余裕で生きてます～最強赤ちゃん大暴走～,Dù bị bỏ rơi ngay khi vừa sinh ra, nhưng vì kiếp trước là một đại hiền giả nên ta vẫn sống một cách thong dong,Since My Previous Life Was A Sage, I Can Afford To Live,Since My Previous Life Was a Wise Man, I Can Afford to Live,태어나자마자 버려졌지만 전생 대현자라서 여유롭게 살아갑니다,Umareta Chokugo ni Suterareta kedo, Zensei ga Taikensha datta node Yoyuu de Ikitemasu",https://myanimelist.net/manga/148499?utm_source=comick,https://anilist.co/manga/159388?utm_source=comick,https://www.mangaupdates.com/series/5nkzzyb?utm_source=comick
gq5wx9MU,"Saikyou Kyuutei Shinan-yaku no Ossan, Tsuihousareta Hekichi de Musou Suru ~Maboroshi to Natta Shuzoku no Bishoujo-tachi o Sodatete Henkyou o Kaitaku~",reading,,3.2,2025-30-06,最強宮廷指南役のおっさん、追放された僻地で無双する～幻となった種族の美少女たちを育てて辺境を開拓～（コミック）,,https://anilist.co/manga/189227?utm_source=comick,
lW52YYkV,The Executed Sage Is Reincarnated as a Lich and Starts an All-Out War,reading,,5.2,2025-29-06,"الساحر العائد للإنتقام من العالم~الساحر الذي تم إعدامه أعيد إحيائه كليتش وبدأ حرب ضد الجميع,Казненный мудрец переродился в некроманта и начал тотальную войну,処刑された賢者はリッチに転生して侵略戦争を始める,처형당한 현자는 리치로 전생하여 침략 전쟁을 시작한다,Sage Yang Dieksekusi Reinkarnasi Menjadi Lich Dan Memulai Perang Habis-Habisan,จอมปราชญ์ผู้มีกายาเป็นลิช,ปราชญ์เกิดใหม่เป็นลิช,The Executed Sage Is Reincarnated as a Lich and Starts an All-Out War,Shokei Sareta Kenja wa Lich ni Tensei Shite Shinryaku-sensou o Hajimeru,The Executed Sage Who was Reincarnated as a Lich Started an All-Out War,El sabio ejecutado que se reencarnó en un Lich inició una guerra sin cuartel,Shokei sareta kenja wa LICH ni tensei site Shinryaku-sensou wo hajimeru.....,The Executed Sage Who Was Reincarnated as a Lich and Started an All-Out War,นักปราชญ์วีรชน ฟื้นคืนชีพชีวิตนี้ขอชำระแค้น(SIC),处刑贤者化身不死之王展开侵略战争,처형당한 현자는 리치로 전생하여 침략전쟁을 시작한다,O Sábio que foi Executado, Reencarnou como o Lorde Demônio e Declarou Guerra com o Mundo,Shokei Sareta Kenja wa Lich ni Tensei Shite Shinryaku Sensou wo Hajimaru",https://myanimelist.net/manga/131071?utm_source=comick,https://anilist.co/manga/123582?utm_source=comick,https://www.mangaupdates.com/series.html?id=169478&utm_source=comick
tzrb20OB,Meikyuu Gurashi no Boukensha wa Dungeon Master wo Yametai,reading,,4,2025-29-06,"Meikyuu Gurashi no Boukensha wa Dungeon Master o Yametai,The Adventurer Living in a Labyrinth Wants to Quit Being Dungeon Master,迷宮暮らしの冒険者はダンジョンマスターをやめたい,The Adventurer Lives in a Labyrinth Want to Resign the Dungeon Master,Mạo hiểm giả sống trong Mê cung muốn từ bỏ việc làm Bá chủ Hầm ngục",https://myanimelist.net/manga/167395?utm_source=comick,https://anilist.co/manga/177274?utm_source=comick,https://www.mangaupdates.com/series/3ytfx88?utm_source=comick
khljmEOY,"Kurasu ≪Mushoku≫ no Eiyuu-tan ~Koushaku-ka wo Tsuihou Sareta ga, Jitsu wa Nagutta Dake de Sukiru wo Kakutoku Dekiru to Wakari, Tairiku Ichi no Eiyuu ni Noboritsumeru~",reading,,35,2025-29-06,"クラス≪無職≫の英雄譚～公爵家を追放されたが、実は殴っただけでスキルを獲得できるとわかり、大陸一の英雄に上り詰める～,Chronicles of the Jobless Hero ~Ousted From the Duke's Manor, but With Skills Gained Through Punches, I Emerge as the Continent's Ultimate Hero~,Class <<Unemployed>> Heroic Tale: Exiled From the Duke's House, but I Found Out That I Can Acquire Skills Just by Punching and Now I Am Climbing to the Top of the Continent ~,Class <<Mushoku>> no Eiyuutan: Koushaku-ka wo Tsuihou Sareta ga, Jitsu wa Nagutta Dake de Skill wo Kakutoku Dekiru to Wakari, Tairiku Ichi no Eiyuu ni Nobori Tsumeru,Kurasu ≪Mushoku≫ no Eiyuu-tan ~Koushaku-ka o Tsuihou Sareta ga, Jitsu wa Nagutta Dake de Sukiru o Kakutoku Dekiru to Wakari, Tairiku Ichi no Eiyuu ni Noboritsumeru~,Class <<Unemployed>> Heroic Tale: Exiled from the Duke's House, but I Found Out That I can Acquire Skills Just By Punching and Now I am Climbing to the Top of the Continent,Chronicles of the Jobless Hero: Ousted From the Duke's Manor, but With Skills Gained Through Punches, I Emerge as the Continent's Ultimate Hero",https://myanimelist.net/manga/162006?utm_source=comick,https://anilist.co/manga/160372?utm_source=comick,https://www.mangaupdates.com/series/t42d9iv?utm_source=comick
QNy9FOHT,Shinkon Quest,reading,,9.1,2025-28-06,"シンコンクエスト　魔王の娘は真面目勇者を堕としたい,Shinkon Quest - Maou no Musume wa Majime Yuusha o Otoshitai,Shinkon Quest - Maou no Musume wa Majime Yuusha wo Otoshitai,Newlywed Quest: The Demon King's Daughter Wants to Seduce the Serious Hero,シンコンクエスト 魔王の娘は真面目勇者を堕としたい♡,The Newlywed Quest - The Demon King's Daughter Wants to Bed the Diligent Hero",https://myanimelist.net/manga/173362?utm_source=comick,https://anilist.co/manga/180091?utm_source=comick,https://www.mangaupdates.com/series/nm81h50?utm_source=comick
HW3Cp9Zq,Return of a Crazy Genius Composer,reading,,71,2025-28-06,"Nhà Soạn Nhạc Thiên Tài Đã Trở Lại,The Return of a Crazy Genius Composer,天才作曲家のやり直しライフ,망나니 천재 작곡가 회귀하다,Return of the Genius Composer",https://myanimelist.net/manga/176052?utm_source=comick,https://anilist.co/manga/183007?utm_source=comick,https://www.mangaupdates.com/series/mxom2qy?utm_source=comick
WCy9HRXk,"Watashi, 2-banme no Kanojo de Ii kara.",reading,,,,"I'm Fine with Being the Second Girlfriend,わたし、二番目の彼女でいいから。,Watashi, Nibanme no Kanojo de Ii kara.",https://myanimelist.net/manga/152005?utm_source=comick,https://anilist.co/manga/149819?utm_source=comick,https://www.mangaupdates.com/series/9ybo3wk?utm_source=comick
E4BKgZu2,Te ni Ireta Saimin Appli de Yume no Harem Seikatsu o Okuritai,reading,,6.2,2025-25-06,"Хочу жить в гареме своей мечты с помощью Hypnosis App,Tôi muốn sống một cuộc sống harem trong mơ bằng ứng dụng thôi miên mà tôi đã có được,Te ni Ireta Saimin Appli de Yume no Harem Seikatsu wo Okuritai,手に入れた催眠アプリで夢のハーレム生活を送りたい,I Want to Live the Harem Life of My Dreams With the Hypnosis App I Got",https://myanimelist.net/manga/176678?utm_source=comick,https://anilist.co/manga/185082?utm_source=comick,https://www.mangaupdates.com/series/eptk8me?utm_source=comick
_Kr4qEhh,Isekai Harem Loop: Kurikaesareru 1-nichi Kara Dasshutsu Suru Tame ni Dakimakurimasu,reading,,4,2025-25-06,"異世界ハーレムループ　～繰り返される1日から脱出する為に抱きまくります～,Isekai Harem Loop: I’ll Embrace You Over and Over to Escape from This Repeating Day,Isekai Harem Loop: I'll Embrace You Over and Over to Escape from this Repeating Day,異世界ハーレムループ～繰り返される1日から脱出する為に抱きまくります～,Isekai Harem Loop ~Kurikaesareru 1-nichi kara dasshutsu suru tame ni dakimakurimas~",,https://anilist.co/manga/191419?utm_source=comick,https://www.mangaupdates.com/series/d07pikm?utm_source=comick
3nlm3nHX,Eiyuu Onna Kishi ni Yuunou to Bareta Ore no Bijin Harem Kishidan,reading,,8,2025-25-06,"英雄女騎士に有能とバレた俺の美人ハーレム騎士団　ガイカク・ヒクメの奇術騎士団,I was Found to be Competent by a Heroic Female Knight and Lead a Beautiful Harem of Knights,I Was Found To Be Competent By A Heroic Female Knight And Lead A Beautiful Harem of Knights,英雄女騎士に有能とバレた俺の美人ハーレム騎士団 ガイカク・ヒクメの奇術騎士団,Eiyuu Onna Kishi ni Yuunou to Bareta Ore no Bijin Harem Kishidan",,,
1CvYWPT1,The Archmage Returns After 4000 Years,reading,,206,2025-24-06,"4000년 만에 귀환한 대마도사,4000Nyeon Mane Gwihwanhan Daemadosa,Sang Penyihir Agung Kembali Setelah 4000 Tahun,Архимаг, который вернулся спустя 4000 лет,The Great Mage Returns After 4000 Years,الساحر العظيم يعود بعد 4000 عام,بازگشت ساحر اعظم پس از ۴ هزار سال,มหาจอมเวทผู้กลับมาอีกครั้งหลัง 4000 ปี,جادوگر بزرگ پس از ۴۰۰۰ سال برمی‌گردد,Kembalinya Sang Archmage Setelah 4000 Tahun,4000年后重生异世界的大魔导师,El Retorno del Gran Mago Después de 4000 Años,4000年ぶりに帰還した大魔導士,LE RETOUR DU GRAND MAGE,4000年後重生的大魔導士,Le retour du grand Mage,四千年后重生异世界的大魔导师,4000 Nyeon Mane Gwihwanhan Daemadosa,El gran mago regresa después de 4000 años,Архимаг, который вернулся спустя четыре тысячи лет,Die Rückkehr des grossen Magiers,El flipante mago regresa después de 4 milenios,Архимаг, который вернулся 4000 лет спустя",https://myanimelist.net/manga/147693?utm_source=comick,https://anilist.co/manga/118424?utm_source=comick,https://www.mangaupdates.com/series.html?id=166376&utm_source=comick
48ydZWRS,Boku to Gal ga Fufu ni Narumade,reading,,23.1,2025-22-06,"Until the Gal and I Become a Married Couple,Boku to Gal ga Fuufu ni Naru made,僕と君が夫婦になるまで,Пока мы с девушкой не станем супружеской парой,Boku to Kimi (Gyaru) ga Fuufu ni Naru made,僕と君（ギャル）が夫婦になるまで,Until We Become Husband and Wife",https://myanimelist.net/manga/154486?utm_source=comick,https://anilist.co/manga/159308?utm_source=comick,https://www.mangaupdates.com/series/tobfmjc?utm_source=comick
xHBgGD0e,I'm an EX-Rank Hunter,reading,,47,2025-22-06,"I Am an EX-Hunter,I'm an EX-Class Hunter,Ore wa EX-Kyuu Hunter da,我是EX级猎人,俺はEX級ハンターだ,I’m an Ex-class Hunter,Ore wa EX-Kyuu Hantauda,나는 EX급 헌터다,I'm an EX-Rank Hunter ",https://myanimelist.net/manga/174476?utm_source=comick,https://anilist.co/manga/174387?utm_source=comick,https://www.mangaupdates.com/series/zkx3jnj?utm_source=comick
TL5mpppw,"Saikyou no Shienshoku ""Wajutsushi"" de Aru Ore wa Sekai Saikyou Clan wo Shitagaeru",reading,,55,2025-20-06,"最凶の支援職【話術士】である俺は世界最強クランを従える,Tôi Là Thoại Thuật Sư Hỗ Trợ Cực Ác Dẫn Dắt Gia Tộc Mạnh Nhất Thế Giới,""Thánh Ngôn"" khét tiếng nhất là người điều hành Clan vĩ đại nhất thế giới,I'm the Most Evil Support Class【Talker】and I'll Subdue the Strongest Clan in the World,The Most Notorious ""Talker"" Runs the World's Greatest Clan,Soy el Talker más Despiadado y Dominaré al Clan más Fuerte del Mundo,I'm the Most Evil Support Class ""Talker"" and I'll Subdue the Strongest Clan in the World,Saikyou no Shienshoku ""Wajutsushi"" de Aru Ore wa Sekai Saikyou Clan wo Shitagaeru,Самый известный диктор создаёт самый великий в мире клан,Я самый жестокий класс поддержки диктор, и я создам самый сильный клан в мире,Saikyou no Shien-shoku ""Wajutsushi"" Dearu ore wa Sekai Saikyou Kuran o Shitagaeru,Saikyou no Shienshoku ""Wajutsushi"" Dearu Ore wa Sekai Saikyou Kuran wo Shitagaeru",https://myanimelist.net/manga/131278?utm_source=comick,https://anilist.co/manga/123463?utm_source=comick,https://www.mangaupdates.com/series.html?id=168563&utm_source=comick
OJeXe1KQ,"Hazure Skill ""Soine"" ga Kakuseishi, Boku ga Saikyou Harem wo Kizuku Made ~Micchaku Soine de Ganbou Kaihou!? Yuuwakusare Makutte Komattemasu!!~",reading,,12,2025-20-06,"ハズレスキル『添い寝』が覚醒し、僕が最強ハーレムを築くまで ～密着添い寝で願望解放！？誘惑されまくって困ってます！！～（コミック）,Until My Loser Skill [Sleeping Together] is Awakened and I Build the Strongest Harem: Unleash Your Desires by Sleeping Close to Each Other!? I'm Getting Tempted So Much and I'm in Trouble!!,Hazure Skill ""Soine"" ga Kakuseishi, Boku ga Saikyou Harem wo Kizuku Made,Until My Loser Skill [Sleeping Together] Is Awakened and I Build the Strongest Harem ~ Unleash Your Desires by Sleeping Close to Each Other!? I’m Getting Tempted So Much and I’m in Trouble!!~,ハズレスキル『添い寝』が覚醒し、僕が最強ハーレムを築くまで～密着添い寝で願望解放!? 誘惑されまくって困ってます!!～,Hazure Skill ""Soine"" ga Kakuseishi, Boku ga Saikyou Harem wo Kizuku Made - Micchaku Soine de Ganbou Kaihou!? Yuuwakusare Makutte Komattemasu!!",https://myanimelist.net/manga/166935?utm_source=comick,https://anilist.co/manga/175861?utm_source=comick,https://www.mangaupdates.com/series/5cupcd5?utm_source=comick
UZaNXByC,"Isekai kara Kikan Shitara Chikyuu mo Kanari Fantajii Deshita. Ato, Makeheroin-domo Kocchi Minna.",reading,,3.2,2025-20-06,"Kembali Dari Isekai, Ternyata Bumi Juga Cukup Fantasi. Dan Terus, Para Heroine yang Kalah, Jangan Mandang-Mandang Ke sini.,異世界から帰還したら地球もかなりファンタジーでした。あと、負けヒロインどもこっち見んな,Returned from Another World, Earth Turned Out to Be Quite the Fantasy Too. Also, Losing Heroines, Stop Looking This Way,Isekai kara Kikan Shitara Chikyuu mo Kanari Fantajii Deshita. Ato, Makeheroin-domo Kocchi Minna.,Returned From Another World, Earth Turned Out to Be Quite the Fantasy Too. Also, Losing Heroines, Stop Looking This Way,Isekai kara Kikan Shitara Chikyuu mo Kanari FANTASY Deshita. Ato, Make HEROINE-domo Kocchi Minna,異世界から帰還したら地球もかなりファンタジーでした。あと、負けヒロインどもこっち見んな。",https://myanimelist.net/manga/180747?utm_source=comick,https://anilist.co/manga/192188?utm_source=comick,https://www.mangaupdates.com/series/cpo7l52?utm_source=comick
91qOhfCZ,Maou Reijou no Kyouiku Gakari ~Yuusha Gakuin wo Tsuihou Sareta Heimin Kyoushi wa Maou no Musume-Tachi no Katei Kyoushi to Naru~,reading,,,,"The Demon King's Educator -The Common Teacher Who Has Been Exiled From the Brave Academy Becomes a Private Teacher for the Devil's Daughters-,魔王令嬢の教育係 ～勇者学院を追放された平民教師は魔王の娘たちの家庭教師となる～,Maou Reijou no Kyouiku Gakari,魔王令嬢の教育係～勇者学院を追放された平民教師は魔王の娘たちの家庭教師となる～,Maou Reijou no Kyouiku Gakari ~Yuusha Gakuin o Tsuihou Sareta Heimin Kyoushi wa Maou no Musume-Tachi no Katei Kyoushi to Naru~,The Demon King's Educator: The Common Teacher Who Has Been Exiled From the Heroes' Academy Becomes a Private Teacher for Demons' Daughters,The Demon King's Educator: The Common Teacher Who Has Been Exiled From the Brave Academy Becomes a Private Teacher for the Devil's Daughters",https://myanimelist.net/manga/148539?utm_source=comick,https://anilist.co/manga/151802?utm_source=comick,https://www.mangaupdates.com/series/su3gz7a?utm_source=comick
KquqXkmZ,Noipa-chan wa Abunai!,reading,,8,2025-15-06,"ノイパちゃんはアブナイ！,Noipa-chan Is Dangerous!,Noipa-chan is rascal!,Noipa-Chan é Perigosa!,¡Noipa-chan es de armas tomar!,노이파 짱은 위험해!,Noipa-chan is Rascal!,Noipa-chan é Perigosa!,¡Noipa-chan es peligrosa!",https://myanimelist.net/manga/171407?utm_source=comick,https://anilist.co/manga/174855?utm_source=comick,https://www.mangaupdates.com/series/yh8m289?utm_source=comick
SafDsAu9,Overbearing Tyrant,reading,,53,2025-14-06,"Tirano autoritario,갑질하는 영주님,Феодал злоупотребляет своей властью,Acımasız Soylu,パワハラする領主様,飞扬跋扈的领主大人,The Imperious Young Lord,Despote d'un autre monde",https://myanimelist.net/manga/154962?utm_source=comick,https://anilist.co/manga/150341?utm_source=comick,https://www.mangaupdates.com/series/43vzqlq?utm_source=comick
Ho6lSuP,Tensei Shitara Seikaiju Datta Ken,reading,,,,"転生したら世界樹だった件,Reincarnated as the World Tree,When I Was Reincarnated, I Was a World Tree,Tensei Shitara Seikaiju",,,
cjee7NwJ,The Extra's Academy Survival Guide,reading,,82,2025-12-06,"Surviving the Academy,How to Survive at the Academy,아카데미에서 살아남기,O guia de sobrevivência do extra da academia,O guia de sobrevivência do figurante da academia,Hướng dẫn sinh tồn trong học viện,モブ悪役がアカデミーで生き残るには,三流反派的學院生存記,三流反派的学院生存记,Przewodnik przetrwania w Akademii,Guía de supervivencia del extra de la academia,Academy-eseo Saranamgi,Hướng Dẫn Sinh Tồn Trong Học Viện",https://myanimelist.net/manga/166865?utm_source=comick,https://anilist.co/manga/172619?utm_source=comick,https://www.mangaupdates.com/series/iy9ya7q?utm_source=comick
_RNJITG9,Reincarnated as a Genius Prodigy of a Prestigious Family,reading,,55,2025-12-06,"Chuyển Sinh Thành Thiên Tài Xuất Chúng Của Danh Môn Thế Gia,Reencarné como un genio de linaje prestigioso,Reborn as the Greatest Talent of the Noble Family,名家の天才に転生しました,I Was Reincarnated as a Brilliant Genius of a Prestigious Lineage,Reincarnated as a Genius Prodigy of a Prestigious Family,명가의 역대급 재능천재로 환생했다,Reborn as the Overpowered Genius Lord,명가의 역대급 재능천재로 환생했다",,,
HIESvfm,Dungeon Architect,reading,,34,2025-12-06,"최강 던전을 위하여,Архитектор подземелий,Ради сильнейшего подземелья,For the Strongest Dungeon,最強ダンジョンへの道,Arquiteto de Dungeons",,,
HIEUEeg,The God of War Who Regressed to Level 2,reading,,99,2025-10-06,"2레벨로 회귀한 무신,El dios marcial que regresó al nivel 2,The God of War Who Regressed to Level 2,レベル2から始まるやり直し,เทพนักรบผู้หวนคืนสู่เลเวล 2,2 Level Hoegwihan Musin,El Dios marcial que regresó al nivel 2,El Dios marcial que retrocedió al nivel 2,The Martial God Who Regressed to Level 2,Deus marcial retorna ao nível 2,Warlord Who Returned to Level 2,Martial God Regressed to Level 2,2等武神,The Warlord Returned to Level 2,回归到level 2的武神",,,
rAOgI71x,"Bannou ""Murazukuri"" Cheat de Otegaru Slow Life: Mura desu ga Nani ka?",reading,,47,2025-09-06,"万能「村づくり」チートでお手軽スローライフ　～村ですが何か？～,Amazing Village Building,The Amazing Village Creator: Slow Living with the Village Building Cheat Skill,El Caballero Virgen Lord de la Frontera,Slow Living With the Village Building Cheat Skill,The Amazing Village Creator",https://myanimelist.net/manga/154394?utm_source=comick,https://anilist.co/manga/141343?utm_source=comick,https://www.mangaupdates.com/series/tsjn5lj?utm_source=comick
mIQhFRr3,Nanatsu No Maken Ga Shihai Suru,reading,,46,2025-08-06,"七つの魔剣が支配する,主宰七魔剑,Seven Swords Dominate,七魔劍支配天下,Bảy Thanh Kiếm Thống Trị Thế Giới,Thất Ma Kiếm Thống Trị Thế Giới,Nanatsu no Maken ga Shihai Suru,Семь главенствующих мечей,Nanatsu no Maken ga Shihai suru",,,
