hid,title,type,rating,read,last_read,synonyms,mal,anilist,mangaupdates
jJidTCA0,"Biryuu Enshoutan ~Jikokouteikan ga Gekitei na Dragon-kyuu Bishoujo Maou o, Yuusha ga Icharabu de Taijisuru Ohanashi~",reading,,33,2025-08-09,"美龍艶笑譚～自己肯定感が激低なドラゴン級美少女魔王を、勇者がイチャラブで退治するお話～,Biryuu Enshoutan,A Story About a Hero Exterminating a Dragon-Class Beautiful Girl Demon Queen, Who has Very Low Self-Esteem, With Love!,Câu chuyện về một dũng sĩ đánh bại nữ ma vương xinh đẹp có lòng tự trọng cực thấp bằng tình yêu!,A Story About a Hero Exterminating a Dragon-Class Beautiful Girl Demon King, Who Has Very Low Self-Esteem, With Love!,美龍艶笑譚",https://myanimelist.net/manga/151202?utm_source=comick,https://anilist.co/manga/141806?utm_source=comick,https://www.mangaupdates.com/series.html?id=189190&utm_source=comick
Maf30oos,The Sword God From the Destroyed World,reading,,31,2025-08-09,"The Sword God From a Fallen World,The Sword God From a Ruined World,Sword God from the Ruined World,멸망한 세계에서 온 검신,Bóg miecza z zniszczonego świata,멸망한 세계에서 온 검신",,,
5FUwCDnN,Subscribed To The Transcendental Channels,reading,,77,2025-08-09,"초월자의 채널을 구독했다,Inscrito nos Canais Transcendentais,Subscribed To The Transcendental Channels,Subscribing To The Transcendent's Channel,無個性覚醒者は神(ゴッド)の能力(チャンネル)を手に入れて最強になる,Subscribed to the Transcendental Channels,Subscribing to the Transcendent's Channel,Subscribed to GodTube ,초월자의 채널을 구독했다",https://myanimelist.net/manga/173473?utm_source=comick,https://anilist.co/manga/180574?utm_source=comick,https://www.mangaupdates.com/series/wii8yn8?utm_source=comick
8XLlRkeA,The Novel’s Extra,reading,,142,2025-08-09,"The Novel’s Extra (2022),The Novel’s Extra (Remake),소설 속 엑스트라,Дополнение в новелле,成為我筆下小說的路人甲,El extra de la novela,ผมก็แค่ตัวประกอบในนิยาย,The Ghost Writing Hero,小説の中のエキストラ,小说里的叛逆路人甲,소설 속 엑스트라 (2022),The Novel's Extra (2022)",https://myanimelist.net/manga/148985?utm_source=comick,https://anilist.co/manga/152128?utm_source=comick,https://www.mangaupdates.com/series/dktahwe?utm_source=comick
kiW0X4qo,"Ore ni Trauma wo Ataeta Joshi-tachi ga Chirachira Mitekuru kedo, Zannen desu ga Teokure desu",reading,,21.3,2025-08-09,"俺にトラウマを与えた女子達がチラチラ見てくるけど、残念ですが手遅れです,Las chicas que me traumaron me están mirando, pero desafortunadamente es demasiado tarde.,The Girls Who Traumatized Me Keeps Glancing at Me, but Alas, It's Too Late,Ті дівчата, які завдали мені болю, тепер маячать перед очима, але, на жаль, це вже не має значення,Ore ni Trauma wo Ataeta Joshitachi ga Chirachira Mitekuru kedo, Zannen desu ga Teokure desu,The Girls Who Traumatized Me Keep Glancing at Me, but Alas, It’s Too Late,曾对我造成精神创伤的女性们又开始关注我，但可惜的是为时已晚",https://myanimelist.net/manga/159054?utm_source=comick,https://anilist.co/manga/165241?utm_source=comick,https://www.mangaupdates.com/series/bm1e04b?utm_source=comick
N30nKa05,"Kamigami no Kago de Seisan Kakumei ~Isekai no Katasumi de Mattari Slow Life Shi Tetara, Naze ka Tasaina Jinzai ga Atsumatte Saikyou Kokka ga Dekitemashita~",reading,,24.3,2025-08-09,"신들의 가호로 생산 혁명 ~이세계 한구석에서 한가로운 슬로우 라이프를 하고 있으면, 왠지 다양한 인재들이 모여 최강 국가가 되어 있었습니다~,Production Revolution by Blessing of Gods,神々の加護で生産革命～異世界の片隅でまったりスローライフしてたら、なぜか多彩な人材が集まって最強国家ができてました～（コミック）,Kamigami no Kago de Seisan Kakumei ~ Isekai no Katasumi de Mattari Slow Life Shi Tetara, Naze ka Tasaina Jinzai ga Atsumatte Saikyō Kokka ga Dekitemashita ~,Production Revolution with the Blessing of the Gods ~Although I Had a Slow Life in a Corner of Another World, for Some Reason a Variety of Human Resources Gathered to Create the Strongest Nation~,神々の加護で生産革命～異世界の片隅でまったりスローライフしてたら、なぜか多彩な人材が集まって最強国家ができてました～,Kamigami no Kago de Seisan Kakumei,Revolution in Production with the Blessings of the Gods: While Living a Leisurely, Slow Life in a Corner of Another World, Somehow a Diverse Group of People Gathered to Form the Strongest Nation...",https://myanimelist.net/manga/146818?utm_source=comick,https://anilist.co/manga/149401?utm_source=comick,https://www.mangaupdates.com/series.html?id=199875&utm_source=comick
yho6piZ9,Reborn Rich,reading,,166,2025-08-09,"ხელახლა დაბადებული მდიდარი,ჩაბეოლის უმცროსი ვაჟი,The Youngest Son of a Conglomerate,The Youngest Son of Sunyang,재벌집 막내아들,Youngest Son of the Conglomerate,The Chaebeol's Youngest Son,The Youngest Son of a Chaebol Family,財閥家の末息子,財閥家的小兒子,财阀家的小儿子,الابن الأصغر لتكتل,تولد دوباره در خانواده پولدار,รีบอร์นริช,Cậu út nhà tài phiệt,Le plus jeune petit fils du conglomérat,El hijo menor de un millonario",https://myanimelist.net/manga/154318?utm_source=comick,https://anilist.co/manga/158766?utm_source=comick,https://www.mangaupdates.com/series/4v8x87y?utm_source=comick
HIES6Wg,Fated to Be Loved by Villains,reading,,40,2025-08-09,"Destinado a ser amado pelas Vilãs,Destinado a ser amado por las Villanas,Destined to Be Loved by the Villain,Destined to Be Loved by Villainesses,Số Phận An Bài Cho Các Nữ Phản Diện Yêu Tôi,モブだけど悪党美女キャラにモテまくる,命中註定被反派愛上,악당에게 사랑받는 운명입니다,Destinado a ser Amado por Villanas,악당에게 사랑받는 운명입니다,É seu destino ser amado pelos vilões.,Định Mệnh Được Ác Nhân Yêu Thích,Số Phận An Bài Cho Các Nữ Phản Diện Yêu Tôi",https://myanimelist.net/manga/179469?utm_source=comick,https://anilist.co/manga/187140?utm_source=comick,https://www.mangaupdates.com/series/tcw9mme?utm_source=comick
LkI8DghT,Returning With Absolutely Nothing,reading,,98,2025-07-09,"Regresion inutil,쥐뿔도 없는 회귀,Worthless Regression,Владея Ничем,Jwippuldo Eobsneun Hoegwi,Possessing Nothing,とんでもない回帰,这一世，看我称霸天下,Un Misérable Retour,Бесполезная Регрессия",https://myanimelist.net/manga/152612?utm_source=comick,https://anilist.co/manga/147027?utm_source=comick,https://www.mangaupdates.com/series.html?id=198658&utm_source=comick
6fhIgNkN,The Swordmaster's Son,reading,,175,2025-07-09,"Youngest Son of the Renowned Swordsmanship Clan,검술명가 막내아들,The Youngest Son of a Renowned Family of Swordsmen,Младший сын фехтовальщика,Swordmaster's Youngest Son,El hijo menor del maestro de la espada,Le Benjamin des Luncandel,Le Plus Jeune Fils du Maître Épéiste,The Sword Master's Son,The Youngest Son of a Master Swordsman,Youngest Son of the Swordmaster,Младший сын мечника,剑术名门的小儿子,剣術名家の末息子,劍術名家的小兒子,Geomsulmyeongga Mangnaeadeul",https://myanimelist.net/manga/146949?utm_source=comick,https://anilist.co/manga/149332?utm_source=comick,https://www.mangaupdates.com/series.html?id=200168&utm_source=comick
lHqNbLdM,The Art of Reincarnation,reading,,152,2025-07-09,"환생의 정석,The Essence of Reincarnation,Реинкарнация по плану,Estándar de la Reencarnación,Standard of Reincarnation,جوهر التناسخ,転生の定石,轉世定律,Les Défis de la réincarnation,Hwansaengui Jeongseok",https://myanimelist.net/manga/150549?utm_source=comick,https://anilist.co/manga/153880?utm_source=comick,https://www.mangaupdates.com/series/egniw80?utm_source=comick
v3SnpMBn,"Genkai Shuuraku wo Datsu Shita Renkinjutsushi, Tokai de Saikyou nano ga Baremakuru",reading,,7,2025-07-09,"限界集落を脱村した錬金術士、都会で""最強""なのがバレまくる。～老害どもにはいい加減愛想が尽きました～,enkai Shuuraku Wo Datsu Shita Renkinjutsushi, Tokai De ""saikyou"" Na No Ga Baremakuru. Rougai-domo Ni Wa Ii Kagen Aiso Ga Tsukimashita,限界集落を脱村した錬金術士、都会で“最強”なのがバレまくる。～老害どもにはいい加減愛想が尽きました～,Genkai Shuuraku o Datsu Shita Renkinjutsushi, Tokai de ""Saikyou"" nano ga Baremakuru. ~Rougai domo ni wa Iikagen Aiso ga Tsukimashita~,An Alchemist Who Escaped from a Depopulated Village is Revealed to be the Strongest in the City. ~I've had Enough of the Old Guys~",,,https://www.mangaupdates.com/series/utwyqyw?utm_source=comick
fIlX34uz,That Is Needed for a Villainous Aristocrat,reading,,19,2025-07-09,"悪役貴族として必要なそれ,This Is Needed for a Villainous Aristocrat,That is Needed for a Villainous Aristocrat,悪役貴族として必要なそれ , Akuyaku Kizoku to shite Hitsuyou na Sore",https://myanimelist.net/manga/167881?utm_source=comick,https://anilist.co/manga/180921?utm_source=comick,https://www.mangaupdates.com/series/biizab0?utm_source=comick
RNiqeWou,The Fox-Eyed Villain of the Demon Academy,reading,,41,2025-07-09,"The Narrow-Eyed Villain of the Demon Academy,마계 아카데미의 실눈 악역",,https://anilist.co/manga/190356?utm_source=comick,https://www.mangaupdates.com/series/gzg2ay2?utm_source=comick
UplPWz0B,"Shenjie Jianglin, Zuiqiang Yishijie",reading,,77,2025-07-09,"Cheat System de Saikyou Yuusha ni Nariagaru,《神戒降临：最强异世界》,チートシステムで最強勇者に成り上がる,神戒降临：最强异世界,Become the Strongest Hero Through the Cheat System,Divine Ring Descends: The Strongest in Another World,Become the Strongest Hero Through the Cheat System,神戒降临，最强异世界,The Divine Ring Descends: The Strongest Otherworld,神戒降临，最强异世界,Divine Ring Descends: The Strongest in Another World,Shénjiè Jiànglín, Zuìqiáng Yìshìjiè,The Divine Ring Descends: The Strongest Otherworld",,https://anilist.co/manga/188692?utm_source=comick,https://www.mangaupdates.com/series/kticp21?utm_source=comick
EscVbP1e,The Concept-Grasping Magical Genius,reading,,30,2025-06-09,"The Genius of Magical Mastery,개념 잡는 마법 천재,개념 잡는 마법 천재",,,
F4vh4reg,Black Corporation: Joseon,reading,,112,2025-06-09,"블랙기업조선,Corporación negra: Joseon,블랙기업조선,Corporación negra: Joseon, 블랙기업조�",https://myanimelist.net/manga/173775?utm_source=comick,https://anilist.co/manga/173633?utm_source=comick,https://www.mangaupdates.com/series/felo5cx?utm_source=comick
FgYJlml9,The Silent Transfer Student,reading,,21,2025-06-09,"Silent Transfer Student,말없는 전학생",,,https://www.mangaupdates.com/series/iexpsin?utm_source=comick
TjV9MRgw,Mercenary Enrollment,reading,,254,2025-06-09,"少年佣兵,입학용병,พี่ชายสายบอดี้การ์ด,入學傭兵,Tentara Menyamar Jadi Anak SMA,Ipagyongbyeong,Teenage Mercenary,Söldnereinschreibung,High School Mercenary,Mercenario adolescente,入学傭兵,High School Soldier,Mercenário Adolescente,Liseli Paralı Askerin Macerası,Bạn Học Của Tôi Là Lính Đánh Thuê,High School Mercenary,High School Soldier,Mercenario adolescente,Söldnereinschreibung,Прирождённый наёмник,พี่ชายสายบอดี้การ์ด,入学傭兵,入學傭兵,少年佣兵,입학용병,Teenage Mercenary",https://myanimelist.net/manga/146966?utm_source=comick,https://anilist.co/manga/126297?utm_source=comick,https://www.mangaupdates.com/series.html?id=173705&utm_source=comick
hpYRR9no,I Will Raise This Family to Greatness,reading,,43,2025-06-09,"I Will Raise This Family Up,I Will Raise This Family!,이 집안을 일으켜세우겠습니다!,The Baby Who Will Build an Empire",https://myanimelist.net/manga/180009?utm_source=comick,https://anilist.co/manga/188621?utm_source=comick,https://www.mangaupdates.com/series/elabqqm?utm_source=comick
DNN4zC0m,S-Kyuu Boukensha ga Ayumu Michi: Tsuihou Sareta Shounen wa Shin no Nouryoku 'Buki Master' de Sekai Saikyou ni Itaru,reading,,10,2025-06-09,"Ｓ級冒険者が歩む道　 ～追放された少年は真の能力『武器マスター』で世界最強に至る～,Sau Khi Bị Trục Xuất, Tôi Trở Thành Mạnh Nhất Thế Giới Với Chúc Phúc ""Bậc Thầy Vũ Khí"",Hành trình của mạo hiểm giả rank S: Tôi trở thành mạnh nhất thế giới với chúc phúc “Weapon Master”,The Path of an S-Class Adventurer: The Exiled Boy Becomes the World's Strongest With His True Ability, ""Weapon Master"",S-Class Boukensha ga Ayumu Michi ~Tsuihou Sareta Shounen wa Shin no Nouryoku ""Buki Master"" de Sekai Saikyou ni Itaru~,El Camino del Aventurero de Rango S: El Joven Exiliado se convierte en el más fuerte del mundo con su verdadera habilidad como ""Maestro de armas"".,Ｓ級冒険者が歩む道　～追放された少年は真の能力『武器マスター』で世界最強に至る～,S-Kyuu Boukensha ga Ayumu Michi",https://myanimelist.net/manga/181226?utm_source=comick,https://anilist.co/manga/187873?utm_source=comick,https://www.mangaupdates.com/series/g6icgzw?utm_source=comick
58DVPly2,The Genius Who Sees Through the World,reading,,36,2025-06-09,"천재, 세상을 읽다,The Genius Who Reads the World,天才解读世界,천재, 세상을 읽다",https://myanimelist.net/manga/180299?utm_source=comick,https://anilist.co/manga/188071?utm_source=comick,https://www.mangaupdates.com/series/dj0t4x5?utm_source=comick
QSoTq4tO,"Isekai Tensei de Kenja ni Natte Boukensha Seikatsu ~""Mahou Kairyou"" de Isekai Saikyou~",reading,,37,2025-05-09,"Isekai Tensei de Kenja ni Natte Boukensha Seikatsu - [Mahou Kairyou] de Isekai Saikyou,Isekai Tensei de Kenja ni Natte Boukensha Seikatsu,My Adventurer Life: I Became the Strongest Magic-Refining Sage in a New World,Я стал мудрецом, перевоплотившись в другом мире, чтобы жить как авантюрист и стать сильнейшим в мире,ชีวิตนักผจญภัยของปราชญ์ผู้เริ่มใหม่ในต่างโลก สุดแกร่งด้วยสกิล ปรับแต่งเวท,異世界転生で賢者になって冒険者生活 ~【魔法改良】で異世界最強~,異世界転生で賢者になって冒険者生活〜【魔法改良】で異世界最強〜",https://myanimelist.net/manga/136763?utm_source=comick,https://anilist.co/manga/128821?utm_source=comick,https://www.mangaupdates.com/series.html?id=175909&utm_source=comick
HIEe8Pq,The Reincarnation of the Forbidden Archmage,reading,,126,2025-05-09,"禁忌の転生大魔導士 ～無能からレベルアップで最強に～,禁忌の転生大魔導士 ～無能からレベルアップで最強に～,The Reincarnation of the Forbidden Archmage,禁忌の転生大魔道士,Kinki no Tensei Daimadoushi,Kinki no Tensei Daimadoushi: Munou kara Level Up de Saikyou ni,Kinki no Tensei Daimadōshi: Munō kara Level Up de Saikyō ni,The Reincarnation of the Forbidden Archmage / Kinki no Tensei Daimadoushi / Kinki no Tensei Daimadoushi ~Munou kara Level Up de Saikyou ni~ / 禁忌の転生大魔導士 ～無能からレベルアップで最強に～/ 禁忌の転生大魔道士",,,
